Movie_Name,rank,vizinho,sim
Sling Blade (1996),6,Stand by Me (1986),0.3612527847290039
Sling Blade (1996),7,Unforgiven (1992),0.35354849696159363
Sling Blade (1996),8,Boogie Nights (1997),0.3528560996055603
Sling Blade (1996),9,Goodfellas (1990),0.34624889492988586
Sling Blade (1996),10,Grosse Pointe Blank (1997),0.3459201753139496
"Slingshot, The (Kådisbellan) (1993)",1,All Things Fair (Lust och fägring stor) (1995),0.148216113448143
"Slingshot, The (Kådisbellan) (1993)",2,House of Angels (Änglagård) (1992),0.13782866299152374
"Slingshot, The (Kådisbellan) (1993)",3,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",0.12025991827249527
"Slingshot, The (Kådisbellan) (1993)",4,Santitos (1999),0.1097540631890297
"Slingshot, The (Kådisbellan) (1993)",5,My Life as a Dog (Mitt liv som hund) (1985),0.10885374993085861
"Slingshot, The (Kådisbellan) (1993)",6,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",0.1044863685965538
"Slingshot, The (Kådisbellan) (1993)",7,Angel Baby (1995),0.10202090442180634
"Slingshot, The (Kådisbellan) (1993)",8,Pelle the Conqueror (Pelle erobreren) (1987),0.10016161948442459
"Slingshot, The (Kådisbellan) (1993)",9,"Savage Nights (Nuits fauves, Les) (1992)",0.09914615005254745
"Slingshot, The (Kådisbellan) (1993)",10,"Murderous Maids (Blessures assassines, Les) (2000)",0.09893424063920975
Slither (1973),1,"Fugitive Kind, The (1959)",0.2020421326160431
Slither (1973),2,Where the Sidewalk Ends (1950),0.15651246905326843
Slither (1973),3,"Glass Key, The (1942)",0.1553565114736557
Slither (1973),4,"Taste of Honey, A (1961)",0.15156936645507812
Slither (1973),5,Sherlock Holmes: Terror by Night (1946),0.15149730443954468
Slither (1973),6,Born to Kill (1947),0.14946863055229187
Slither (1973),7,Choose Me (1984),0.14743013679981232
Slither (1973),8,Carousel (1956),0.14569002389907837
Slither (1973),9,"Informer, The (1935)",0.14422231912612915
Slither (1973),10,"Farewell, My Lovely (1975)",0.14318522810935974
Slither (2006),1,"Descent, The (2005)",0.34374648332595825
Slither (2006),2,Drag Me to Hell (2009),0.3219490349292755
Slither (2006),3,Land of the Dead (2005),0.31896623969078064
Slither (2006),4,Feast (2005),0.31682178378105164
Slither (2006),5,Cabin Fever (2002),0.30458033084869385
Slither (2006),6,Splinter (2008),0.297529011964798
Slither (2006),7,"Hills Have Eyes, The (2006)",0.29533886909484863
Slither (2006),8,"Host, The (Gwoemul) (2006)",0.2907484769821167
Slither (2006),9,High Tension (Haute tension) (Switchblade Romance) (2003),0.286742240190506
Slither (2006),10,Trick 'r Treat (2007),0.28555840253829956
Sliver (1993),1,Malice (1993),0.34362325072288513
Sliver (1993),2,Wolf (1994),0.33549925684928894
Sliver (1993),3,Another Stakeout (1993),0.3065747916698456
Sliver (1993),4,Jade (1995),0.3057872951030731
Sliver (1993),5,Last Action Hero (1993),0.3053704500198364
Sliver (1993),6,"Firm, The (1993)",0.30336815118789673
Sliver (1993),7,Disclosure (1994),0.30054768919944763
Sliver (1993),8,Just Cause (1995),0.30027949810028076
Sliver (1993),9,"Client, The (1994)",0.2994484007358551
Sliver (1993),10,Copycat (1995),0.29708343744277954
Slow Learners (2015),1,Mr. Jones (2013),0.3116728961467743
Slow Learners (2015),2,Staten Island (2009),0.3008103370666504
Slow Learners (2015),3,Passchendaele (2008),0.29984474182128906
Slow Learners (2015),4,The Last Will and Testament of Rosalind Leigh (2012),0.29472851753234863
Slow Learners (2015),5,Blue State (2007),0.2897302806377411
Slow Learners (2015),6,Thin Ice (2011),0.27981987595558167
Slow Learners (2015),7,Someone Marry Barry (2014),0.27619433403015137
Slow Learners (2015),8,2009: Lost Memories (2002),0.2755815088748932
Slow Learners (2015),9,2LDK (2003),0.2750070095062256
Slow Learners (2015),10,Lovely Molly (2011),0.2748565673828125
Slow West (2015),1,A Most Violent Year (2014),0.2605908513069153
Slow West (2015),2,Calvary (2014),0.2322264015674591
Slow West (2015),3,Bone Tomahawk (2015),0.22276917099952698
Slow West (2015),4,The End of the Tour (2015),0.22231954336166382
Slow West (2015),5,Locke (2013),0.2202349603176117
Slow West (2015),6,Joe (2013),0.22004829347133636
Slow West (2015),7,Killer Joe (2011),0.21856950223445892
Slow West (2015),8,"Rover, The (2014)",0.21737661957740784
Slow West (2015),9,Everybody Wants Some (2016),0.21720758080482483
Slow West (2015),10,Blue Ruin (2013),0.21073324978351593
Slumber Party Massacre II (1987),1,Slumber Party Massacre III (1990),0.539283037185669
Slumber Party Massacre II (1987),2,Sorority House Massacre (1986),0.5182523727416992
Slumber Party Massacre II (1987),3,"Slumber Party Massacre, The (1982)",0.4695740342140198
Slumber Party Massacre II (1987),4,Sorority House Massacre II (1990),0.4252417981624603
Slumber Party Massacre II (1987),5,Return to Horror High (1987),0.2739446461200714
Slumber Party Massacre II (1987),6,Slaughterhouse (1987),0.27244284749031067
Slumber Party Massacre II (1987),7,Hell Night (1981),0.2552853524684906
Slumber Party Massacre II (1987),8,Popcorn (1991),0.2550216317176819
Slumber Party Massacre II (1987),9,Phantasm IV: Oblivion (1998),0.25491076707839966
Slumber Party Massacre II (1987),10,Phantasm III: Lord of the Dead (1994),0.254056841135025
Slumber Party Massacre III (1990),1,Sorority House Massacre II (1990),0.5503549575805664
Slumber Party Massacre III (1990),2,Slumber Party Massacre II (1987),0.539283037185669
Slumber Party Massacre III (1990),3,Sorority House Massacre (1986),0.5380421280860901
Slumber Party Massacre III (1990),4,"Slumber Party Massacre, The (1982)",0.37622666358947754
Slumber Party Massacre III (1990),5,Return to Horror High (1987),0.3371446430683136
Slumber Party Massacre III (1990),6,Slaughterhouse (1987),0.30968794226646423
Slumber Party Massacre III (1990),7,Prom Night IV: Deliver Us From Evil (1992),0.3032900094985962
Slumber Party Massacre III (1990),8,Prom Night III: The Last Kiss (1989),0.2796350121498108
Slumber Party Massacre III (1990),9,Cheerleader Camp (1987),0.2610287070274353
Slumber Party Massacre III (1990),10,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),0.25871169567108154
"Slumber Party Massacre, The (1982)",1,Slumber Party Massacre II (1987),0.4695740342140198
"Slumber Party Massacre, The (1982)",2,Sorority House Massacre (1986),0.41659238934516907
"Slumber Party Massacre, The (1982)",3,Slumber Party Massacre III (1990),0.37622666358947754
"Slumber Party Massacre, The (1982)",4,Sorority House Massacre II (1990),0.33790427446365356
"Slumber Party Massacre, The (1982)",5,Sleepaway Camp (1983),0.330805242061615
"Slumber Party Massacre, The (1982)",6,Motel Hell (1980),0.300688236951828
"Slumber Party Massacre, The (1982)",7,Terror Train (1980),0.29534533619880676
"Slumber Party Massacre, The (1982)",8,"Funhouse, The (1981)",0.2911651134490967
"Slumber Party Massacre, The (1982)",9,"Silent Night, Deadly Night (1984)",0.283049076795578
"Slumber Party Massacre, The (1982)",10,My Bloody Valentine (1981),0.28183504939079285
Slumdog Millionaire (2008),1,Inception (2010),0.4874349534511566
Slumdog Millionaire (2008),2,Inglourious Basterds (2009),0.4830045700073242
Slumdog Millionaire (2008),3,WALL·E (2008),0.48219287395477295
Slumdog Millionaire (2008),4,Avatar (2009),0.4744696617126465
Slumdog Millionaire (2008),5,"Dark Knight, The (2008)",0.4714811444282532
Slumdog Millionaire (2008),6,Up (2009),0.4680716395378113
Slumdog Millionaire (2008),7,Juno (2007),0.4621354043483734
Slumdog Millionaire (2008),8,"Social Network, The (2010)",0.4531134366989136
Slumdog Millionaire (2008),9,"Hangover, The (2009)",0.4523184895515442
Slumdog Millionaire (2008),10,"King's Speech, The (2010)",0.45157554745674133
"Slums of Beverly Hills, The (1998)",1,"Opposite of Sex, The (1998)",0.28203079104423523
"Slums of Beverly Hills, The (1998)",2,Bulworth (1998),0.2726114094257355
"Slums of Beverly Hills, The (1998)",3,Pecker (1998),0.26298609375953674
"Slums of Beverly Hills, The (1998)",4,Election (1999),0.25534388422966003
"Slums of Beverly Hills, The (1998)",5,Clockwatchers (1997),0.2512383759021759
"Slums of Beverly Hills, The (1998)",6,Welcome to the Dollhouse (1995),0.2459905743598938
"Slums of Beverly Hills, The (1998)",7,In & Out (1997),0.23864777386188507
"Slums of Beverly Hills, The (1998)",8,Waiting for Guffman (1996),0.2363574355840683
"Slums of Beverly Hills, The (1998)",9,L.A. Story (1991),0.23572984337806702
"Slums of Beverly Hills, The (1998)",10,Singles (1992),0.23358888924121857
Small Apartments (2012),1,Fragments (2008),0.271443635225296
Small Apartments (2012),2,Suburban Gothic (2014),0.2552089989185333
Small Apartments (2012),3,Blue State (2007),0.2465483844280243
Small Apartments (2012),4,Wicked Little Things (2006),0.2433280348777771
Small Apartments (2012),5,Exists (2014),0.24314361810684204
Small Apartments (2012),6,Man About Town (2006),0.2259078025817871
Small Apartments (2012),7,The Last Will and Testament of Rosalind Leigh (2012),0.22013883292675018
Small Apartments (2012),8,Control (2004),0.21876773238182068
Small Apartments (2012),9,Serious Moonlight (2009),0.2157410830259323
Small Apartments (2012),10,Women in Trouble (2009),0.2128332257270813
"Small Change (Argent de poche, L') (1976)",1,Bed & Board (Domicile conjugal) (1970),0.29636242985725403
"Small Change (Argent de poche, L') (1976)",2,"Claire's Knee (Genou de Claire, Le) (1970)",0.2752932608127594
"Small Change (Argent de poche, L') (1976)",3,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)",0.26169541478157043
"Small Change (Argent de poche, L') (1976)",4,"Day in the Country, A (Partie de campagne) (1936)",0.26054617762565613
"Small Change (Argent de poche, L') (1976)",5,My Night At Maud's (Ma Nuit Chez Maud) (1969),0.2529768943786621
"Small Change (Argent de poche, L') (1976)",6,"Wild Child, The (Enfant sauvage, L') (1970)",0.2448270171880722
"Small Change (Argent de poche, L') (1976)",7,Killer of Sheep (1977),0.24376611411571503
"Small Change (Argent de poche, L') (1976)",8,La Ronde (1950),0.24138998985290527
"Small Change (Argent de poche, L') (1976)",9,"Bride Wore Black, The (La mariée était en noir) (1968)",0.24125292897224426
"Small Change (Argent de poche, L') (1976)",10,Quai des Orfèvres (Jenny Lamour) (1947),0.22941382229328156
Small Crimes (2017),1,"Single Shot, A (2013)",0.21251016855239868
Small Crimes (2017),2,24 Hours to Live (2017),0.20180143415927887
Small Crimes (2017),3,Escape Room (2017),0.1806723177433014
Small Crimes (2017),4,In a Valley of Violence (2016),0.1802496612071991
Small Crimes (2017),5,Sand Castle (2017),0.17141486704349518
Small Crimes (2017),6,The Young Offenders (2016),0.1680438071489334
Small Crimes (2017),7,Black Butterfly (2017),0.1649705022573471
Small Crimes (2017),8,Good People (2014),0.16042561829090118
Small Crimes (2017),9,Small Town Crime (2017),0.15997245907783508
Small Crimes (2017),10,The Hollars (2016),0.15797103941440582
Small Faces (1996),1,"I, the Worst of All (Yo, la peor de todas) (1990)",0.16962172091007233
Small Faces (1996),2,Killer: A Journal of Murder (1995),0.14285396039485931
Small Faces (1996),3,Sweet Nothing (1996),0.13975439965724945
Small Faces (1996),4,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",0.13754093647003174
Small Faces (1996),5,Mouth to Mouth (Boca a boca) (1995),0.1277989149093628
Small Faces (1996),6,Synthetic Pleasures (1995),0.12648199498653412
Small Faces (1996),7,"Confessional, The (Confessionnal, Le) (1995)",0.1255573183298111
Small Faces (1996),8,Cyclo (Xich lo) (1995),0.11995987594127655
Small Faces (1996),9,Vermont Is For Lovers (1992),0.11724819242954254
Small Faces (1996),10,Human Resources (Ressources humaines) (1999),0.11352850496768951
Small Soldiers (1998),1,Godzilla (1998),0.29429683089256287
Small Soldiers (1998),2,Flubber (1997),0.2858935296535492
Small Soldiers (1998),3,Antz (1998),0.28249505162239075
Small Soldiers (1998),4,Lost in Space (1998),0.27178335189819336
Small Soldiers (1998),5,Teenage Mutant Ninja Turtles (1990),0.2657862901687622
Small Soldiers (1998),6,Spawn (1997),0.26382365822792053
Small Soldiers (1998),7,"Honey, I Shrunk the Kids (1989)",0.2622233033180237
Small Soldiers (1998),8,Batman Returns (1992),0.26114219427108765
Small Soldiers (1998),9,Space Jam (1996),0.2609722316265106
Small Soldiers (1998),10,"Lost World: Jurassic Park, The (1997)",0.26062527298927307
Small Time Crooks (2000),1,Sweet and Lowdown (1999),0.31289342045783997
Small Time Crooks (2000),2,"Curse of the Jade Scorpion, The (2001)",0.3096030652523041
Small Time Crooks (2000),3,State and Main (2000),0.2849910259246826
Small Time Crooks (2000),4,Hollywood Ending (2002),0.2835638225078583
Small Time Crooks (2000),5,Deconstructing Harry (1997),0.27973341941833496
Small Time Crooks (2000),6,Wonder Boys (2000),0.2638618052005768
Small Time Crooks (2000),7,Crimes and Misdemeanors (1989),0.26324278116226196
Small Time Crooks (2000),8,Nurse Betty (2000),0.25994452834129333
Small Time Crooks (2000),9,Manhattan Murder Mystery (1993),0.2580114006996155
Small Time Crooks (2000),10,"Purple Rose of Cairo, The (1985)",0.2468091994524002
Small Town Crime (2017),1,Mayhem (2017),0.25776877999305725
Small Town Crime (2017),2,Radius (2017),0.24352464079856873
Small Town Crime (2017),3,Wilson (2017),0.23957252502441406
Small Town Crime (2017),4,24 Hours to Live (2017),0.2343563288450241
Small Town Crime (2017),5,Science Fiction Volume One: The Osiris Child,0.22147274017333984
Small Town Crime (2017),6,Megan Leavey (2017),0.21900998055934906
Small Town Crime (2017),7,Sleight (2017),0.21889324486255646
Small Town Crime (2017),8,Forsaken (2016),0.21279482543468475
Small Town Crime (2017),9,Braven (2018),0.2104051560163498
Small Town Crime (2017),10,Hangman (2017),0.20892520248889923
Small Wonders (1995),1,"Crude Oasis, The (1995)",0.432611346244812
Small Wonders (1995),2,Crows and Sparrows (Wuya yu maque) (1949),0.4319249987602234
Small Wonders (1995),3,Venice/Venice (1992),0.40199312567710876
Small Wonders (1995),4,Sweet Nothing (1996),0.3958660662174225
Small Wonders (1995),5,Love Is All There Is (1996),0.3941839635372162
Small Wonders (1995),6,Lover's Knot (1996),0.37618550658226013
Small Wonders (1995),7,Shadow of Angels (Schatten der Engel) (1976),0.3746342360973358
Small Wonders (1995),8,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",0.36777064204216003
Small Wonders (1995),9,"Proprietor, The (1996)",0.3672481179237366
Small Wonders (1995),10,Mille bolle blu (1993),0.3557952344417572
Smallfoot (2018),1,The Grinch (2018),0.2765238583087921
Smallfoot (2018),2,Ferdinand (2017),0.232021763920784
Smallfoot (2018),3,Hotel Transylvania 3: Summer Vacation (2018),0.22776548564434052
Smallfoot (2018),4,Ralph Breaks the Internet (2018),0.2022671401500702
Smallfoot (2018),5,The House with a Clock in Its Walls (2018),0.19298768043518066
Smallfoot (2018),6,Peter Rabbit (2018),0.1911894977092743
Smallfoot (2018),7,The Secret Life of Pets 2 (2019),0.1868741661310196
Smallfoot (2018),8,The Happytime Murders (2018),0.16931922733783722
Smallfoot (2018),9,Christopher Robin (2018),0.16898709535598755
Smallfoot (2018),10,What Men Want (2019),0.16744136810302734
Smart House (1999),1,Zenon: Girl of the 21st Century (1999),0.521594762802124
Smart House (1999),2,The Luck of the Irish (2001),0.5032068490982056
Smart House (1999),3,Zenon: The Zequel (2001),0.3909829258918762
Smart House (1999),4,The Even Stevens Movie (2003),0.37892091274261475
Smart House (1999),5,Halloweentown (1998),0.36192557215690613
Smart House (1999),6,Johnny Tsunami (1999),0.35197851061820984
Smart House (1999),7,Halloweentown II: Kalabar's Revenge (2001),0.34435901045799255
Smart House (1999),8,Halloweentown High (2004),0.2779844105243683
Smart House (1999),9,Twitches (2005),0.2544955909252167
Smart House (1999),10,Return to Halloweentown (2006),0.25054049491882324
Smart People (2008),1,Henry Poole is Here (2008),0.22299353778362274
Smart People (2008),2,"Answer Man, The (a.k.a. Arlen Faber) (2009)",0.21169324219226837
Smart People (2008),3,Sunshine Cleaning (2008),0.20527350902557373
Smart People (2008),4,Winter Passing (2005),0.20464645326137543
Smart People (2008),5,"Savages, The (2007)",0.20376062393188477
Smart People (2008),6,Whip It (2009),0.19644543528556824
Smart People (2008),7,King of California (2007),0.19484220445156097
Smart People (2008),8,Rachel Getting Married (2008),0.19229044020175934
Smart People (2008),9,"Promotion, The (2008)",0.18639764189720154
Smart People (2008),10,Waitress (2007),0.18515419960021973
Smashed (2012),1,Martha Marcy May Marlene (2011),0.209748312830925
Smashed (2012),2,Please Give (2010),0.2029443085193634
Smashed (2012),3,Damsels in Distress (2011),0.18679645657539368
Smashed (2012),4,Breathe In (2013),0.18657968938350677
Smashed (2012),5,Take This Waltz (2011),0.18469445407390594
Smashed (2012),6,Your Sister's Sister (2011),0.18469268083572388
Smashed (2012),7,Stories We Tell (2012),0.18067623674869537
Smashed (2012),8,Certified Copy (Copie conforme) (2010),0.17982952296733856
Smashed (2012),9,Starlet (2012),0.17657700181007385
Smashed (2012),10,"Sessions, The (Surrogate, The) (2012)",0.17502696812152863
Smile (1975),1,Stay Hungry (1976),0.29581594467163086
Smile (1975),2,Choose Me (1984),0.2931097447872162
Smile (1975),3,Pretty Poison (1968),0.27319371700286865
Smile (1975),4,Save the Tiger (1973),0.269981324672699
Smile (1975),5,"Late Show, The (1977)",0.26949286460876465
Smile (1975),6,"Eyewitness (Janitor, The) (1981)",0.26196542382240295
Smile (1975),7,Darling (1965),0.25722014904022217
Smile (1975),8,"President's Analyst, The (1967)",0.25019019842147827
Smile (1975),9,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978),0.2500471770763397
Smile (1975),10,Dinner at Eight (1933),0.24338163435459137
"Smile Like Yours, A (1997)",1,Picture Perfect (1997),0.18761363625526428
"Smile Like Yours, A (1997)",2,Excess Baggage (1997),0.1362873911857605
"Smile Like Yours, A (1997)",3,"Favor, The (1994)",0.13589483499526978
"Smile Like Yours, A (1997)",4,'Til There Was You (1997),0.13285019993782043
"Smile Like Yours, A (1997)",5,That Old Feeling (1997),0.1314460188150406
"Smile Like Yours, A (1997)",6,Critical Care (1997),0.12275230884552002
"Smile Like Yours, A (1997)",7,"Thousand Acres, A (1997)",0.11891931295394897
"Smile Like Yours, A (1997)",8,Indian Summer (a.k.a. Alive & Kicking) (1996),0.11655442416667938
"Smile Like Yours, A (1997)",9,Immediate Family (1989),0.1160072609782219
"Smile Like Yours, A (1997)",10,Leave It to Beaver (1997),0.11596275120973587
Smiles of a Summer Night (Sommarnattens leende) (1955),1,Winter Light (Nattvardsgästerna) (1963),0.40048444271087646
Smiles of a Summer Night (Sommarnattens leende) (1955),2,"Virgin Spring, The (Jungfrukällan) (1960)",0.3989846110343933
Smiles of a Summer Night (Sommarnattens leende) (1955),3,Shame (Skammen) (1968),0.3819977343082428
Smiles of a Summer Night (Sommarnattens leende) (1955),4,"Silence, The (Tystnaden) (1963)",0.37631356716156006
Smiles of a Summer Night (Sommarnattens leende) (1955),5,The Magician (1958),0.37200596928596497
Smiles of a Summer Night (Sommarnattens leende) (1955),6,Through a Glass Darkly (Såsom i en spegel) (1961),0.3664313852787018
Smiles of a Summer Night (Sommarnattens leende) (1955),7,Summer with Monika (Sommaren med Monika) (1953),0.35463231801986694
Smiles of a Summer Night (Sommarnattens leende) (1955),8,Cries and Whispers (Viskningar och rop) (1972),0.3430432677268982
Smiles of a Summer Night (Sommarnattens leende) (1955),9,Scenes From a Marriage (Scener ur ett äktenskap) (1973),0.3356119692325592
Smiles of a Summer Night (Sommarnattens leende) (1955),10,Sawdust and Tinsel (Gycklarnas afton) (1953),0.33132466673851013
Smiley Face (2007),1,Kaboom (2010),0.19566279649734497
Smiley Face (2007),2,"Ten, The (2007)",0.13731099665164948
Smiley Face (2007),3,Nowhere (1997),0.13485278189182281
Smiley Face (2007),4,Observe and Report (2009),0.13454438745975494
Smiley Face (2007),5,Super High Me (2007),0.13400983810424805
Smiley Face (2007),6,"Very Harold & Kumar 3D Christmas, A (2011)",0.12765711545944214
Smiley Face (2007),7,Teeth (2007),0.12564551830291748
Smiley Face (2007),8,Totally F***ed Up (1993),0.1226268857717514
Smiley Face (2007),9,Baghead (2008),0.12201866507530212
Smiley Face (2007),10,Taking Woodstock (2009),0.12176549434661865
Smiling Fish and Goat on Fire (1999),1,Catfish in Black Bean Sauce (2000),0.18747764825820923
Smiling Fish and Goat on Fire (1999),2,Maze (2000),0.1336599439382553
Smiling Fish and Goat on Fire (1999),3,"Anniversary Party, The (2001)",0.1314699798822403
Smiling Fish and Goat on Fire (1999),4,"Myth of Fingerprints, The (1997)",0.12731046974658966
Smiling Fish and Goat on Fire (1999),5,"Tao of Steve, The (2000)",0.12236976623535156
Smiling Fish and Goat on Fire (1999),6,"Five Senses, The (1999)",0.12007112056016922
Smiling Fish and Goat on Fire (1999),7,Tully (2000),0.11999128758907318
Smiling Fish and Goat on Fire (1999),8,Girlfight (2000),0.11635410785675049
Smiling Fish and Goat on Fire (1999),9,Chuck & Buck (2000),0.1163213774561882
Smiling Fish and Goat on Fire (1999),10,About Adam (2000),0.11571388691663742
Smilla's Sense of Snow (1997),1,"Spanish Prisoner, The (1997)",0.20369043946266174
Smilla's Sense of Snow (1997),2,"Grifters, The (1990)",0.19761456549167633
Smilla's Sense of Snow (1997),3,Lone Star (1996),0.19571208953857422
Smilla's Sense of Snow (1997),4,Grand Canyon (1991),0.19389928877353668
Smilla's Sense of Snow (1997),5,"Crying Game, The (1992)",0.19366557896137238
Smilla's Sense of Snow (1997),6,"Gingerbread Man, The (1998)",0.19062106311321259
Smilla's Sense of Snow (1997),7,Dead Again (1991),0.19040678441524506
Smilla's Sense of Snow (1997),8,"English Patient, The (1996)",0.18786679208278656
Smilla's Sense of Snow (1997),9,Bound (1996),0.18483738601207733
Smilla's Sense of Snow (1997),10,Out of Sight (1998),0.18399012088775635
Smoke (1995),1,Short Cuts (1993),0.385554701089859
Smoke (1995),2,Bullets Over Broadway (1994),0.31535643339157104
Smoke (1995),3,Blue in the Face (1995),0.31472429633140564
Smoke (1995),4,"Piano, The (1993)",0.3130348324775696
Smoke (1995),5,Leaving Las Vegas (1995),0.3011365830898285
Smoke (1995),6,Ed Wood (1994),0.30082499980926514
Smoke (1995),7,Mighty Aphrodite (1995),0.2986164689064026
Smoke (1995),8,Six Degrees of Separation (1993),0.29649654030799866
Smoke (1995),9,Quiz Show (1994),0.296367883682251
Smoke (1995),10,Crumb (1994),0.2953535318374634
Smoke Signals (1998),1,"Player, The (1992)",0.2611345052719116
Smoke Signals (1998),2,"Full Monty, The (1997)",0.25617921352386475
Smoke Signals (1998),3,Bulworth (1998),0.2534737288951874
Smoke Signals (1998),4,"Opposite of Sex, The (1998)",0.24813804030418396
Smoke Signals (1998),5,Lone Star (1996),0.24141447246074677
Smoke Signals (1998),6,Big Night (1996),0.2409629076719284
Smoke Signals (1998),7,Broadcast News (1987),0.23821793496608734
Smoke Signals (1998),8,Gods and Monsters (1998),0.23815912008285522
Smoke Signals (1998),9,"Spanish Prisoner, The (1997)",0.23700889945030212
Smoke Signals (1998),10,Election (1999),0.23588871955871582
Smokey and the Bandit (1977),1,Smokey and the Bandit II (1980),0.42397716641426086
Smokey and the Bandit (1977),2,"Cannonball Run, The (1981)",0.36114737391471863
Smokey and the Bandit (1977),3,48 Hrs. (1982),0.30793410539627075
Smokey and the Bandit (1977),4,"Oh, God! (1977)",0.2878382205963135
Smokey and the Bandit (1977),5,Smokey and the Bandit III (1983),0.28324756026268005
Smokey and the Bandit (1977),6,Every Which Way But Loose (1978),0.28215450048446655
Smokey and the Bandit (1977),7,"Bad News Bears, The (1976)",0.2811824381351471
Smokey and the Bandit (1977),8,Stir Crazy (1980),0.2739436626434326
Smokey and the Bandit (1977),9,Cannonball Run II (1984),0.266358345746994
Smokey and the Bandit (1977),10,Another 48 Hrs. (1990),0.26117563247680664
Smokey and the Bandit II (1980),1,Smokey and the Bandit III (1983),0.4519204795360565
Smokey and the Bandit II (1980),2,Smokey and the Bandit (1977),0.42397716641426086
Smokey and the Bandit II (1980),3,Cannonball Run II (1984),0.335501104593277
Smokey and the Bandit II (1980),4,"Cannonball Run, The (1981)",0.29411134123802185
Smokey and the Bandit II (1980),5,Any Which Way You Can (1980),0.25078773498535156
Smokey and the Bandit II (1980),6,"Oh, God! Book II (1980)",0.2505861520767212
Smokey and the Bandit II (1980),7,Stir Crazy (1980),0.23859529197216034
Smokey and the Bandit II (1980),8,Caddyshack II (1988),0.23636537790298462
Smokey and the Bandit II (1980),9,"Oh, God! (1977)",0.23403869569301605
Smokey and the Bandit II (1980),10,Every Which Way But Loose (1978),0.23366621136665344
Smokey and the Bandit III (1983),1,Smokey and the Bandit II (1980),0.4519204795360565
Smokey and the Bandit III (1983),2,Cannonball Run II (1984),0.2834987938404083
Smokey and the Bandit III (1983),3,Smokey and the Bandit (1977),0.28324756026268005
Smokey and the Bandit III (1983),4,Speed Zone! (a.k.a. Cannonball Run III) (1989),0.21199308335781097
Smokey and the Bandit III (1983),5,Every Which Way But Loose (1978),0.20115798711776733
Smokey and the Bandit III (1983),6,"Cannonball Run, The (1981)",0.19212687015533447
Smokey and the Bandit III (1983),7,Caddyshack II (1988),0.1809164136648178
Smokey and the Bandit III (1983),8,"Bad News Bears Go to Japan, The (1978)",0.17258977890014648
Smokey and the Bandit III (1983),9,"Oh, God! Book II (1980)",0.16924142837524414
Smokey and the Bandit III (1983),10,Any Which Way You Can (1980),0.16725492477416992
Smokin' Aces (2006),1,Shoot 'Em Up (2007),0.34941092133522034
Smokin' Aces (2006),2,Crank (2006),0.34724047780036926
Smokin' Aces (2006),3,Four Brothers (2005),0.29939714074134827
Smokin' Aces (2006),4,Lucky Number Slevin (2006),0.29248082637786865
Smokin' Aces (2006),5,"Punisher, The (2004)",0.28817376494407654
Smokin' Aces (2006),6,Hitman (2007),0.2850741446018219
Smokin' Aces (2006),7,Transporter 2 (2005),0.2812918424606323
Smokin' Aces (2006),8,Wanted (2008),0.28114765882492065
Smokin' Aces (2006),9,16 Blocks (2006),0.2808076739311218
Smokin' Aces (2006),10,Shooter (2007),0.2740976810455322
Smokin' Aces 2: Assassins' Ball (2010),1,24 Hours to Live (2017),0.1969328075647354
Smokin' Aces 2: Assassins' Ball (2010),2,Smokin' Aces (2006),0.19506597518920898
Smokin' Aces 2: Assassins' Ball (2010),3,Killer Elite (2011),0.16933974623680115
Smokin' Aces 2: Assassins' Ball (2010),4,The Forger (2014),0.15797540545463562
Smokin' Aces 2: Assassins' Ball (2010),5,Vice (2015),0.15343652665615082
Smokin' Aces 2: Assassins' Ball (2010),6,Seeking Justice (2011),0.15055572986602783
Smokin' Aces 2: Assassins' Ball (2010),7,Chaos (2005),0.14831586182117462
Smokin' Aces 2: Assassins' Ball (2010),8,"Boondock Saints II: All Saints Day, The (2009)",0.14281247556209564
Smokin' Aces 2: Assassins' Ball (2010),9,Savages (2012),0.14247450232505798
Smokin' Aces 2: Assassins' Ball (2010),10,Wild Card (2015),0.14145103096961975
Smoking/No Smoking (1993),1,Same Old Song (On connaît la chanson) (1997),0.17324033379554749
Smoking/No Smoking (1993),2,"Soupe aux Choux, La (1981)",0.1524691879749298
Smoking/No Smoking (1993),3,Human Resources (Ressources humaines) (1999),0.15119586884975433
Smoking/No Smoking (1993),4,"Flower of Evil, The (Fleur du mal, La) (2003)",0.1378391832113266
Smoking/No Smoking (1993),5,Ménage (Tenue de soirée) (1986),0.13167282938957214
Smoking/No Smoking (1993),6,Too Beautiful for You (Trop belle pour toi) (1989),0.12782427668571472
Smoking/No Smoking (1993),7,Death by Hanging (Koshikei) (1968),0.12472235411405563
Smoking/No Smoking (1993),8,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",0.11992008239030838
Smoking/No Smoking (1993),9,Alias Betty (Betty Fisher et autres histoires) (2001),0.11964014172554016
